"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0071560" "GO:0071560" "cellular response to transforming growth factor beta stimulus" "56/2329" "237/14382" 0.0017982396159696 0.0245457551417241 0.020426803664933 "HYAL2/TGFBR3/PALS1/FERMT2/FKBP1A/LTBP4/GLG1/RBBP7/STUB1/SFRP1/TGFB1/CAV2/ENG/ACTA2/ZMIZ1/SOX6/NR3C1/WNT5A/ACVR1/ITGB6/TGFB3/SMAD9/USP9X/SOX9/ID1/NFATC1/COL4A2/NREP/LRRC32/SDCBP/THBS1/SMAD6/MSTN/TGFB1I1/MYOCD/SMAD4/NFKBIZ/OGT/ZFP36L2/DAB2/ZFYVE9/ZYX/HPGD/SPRED1/FBN1/SMAD3/VASN/LDLRAD4/HTRA3/FAM89B/CDH5/CAV3/ZFP36L1/PPARA/HDAC2/TGFBR3L" 56
"GO:1905207" "GO:1905207" "regulation of cardiocyte differentiation" "10/2329" "23/14382" 0.00181160413622607 0.024669020917222 0.0205293845706807 "TBX5/TGFB1/SOX6/PRICKLE1/MYOCD/SMAD4/EGFR/SOX17/FRS2/DLL1" 10
"GO:0000271" "GO:0000271" "polysaccharide biosynthetic process" "18/2329" "55/14382" 0.00188008913157093 0.0255404948374744 0.0212546189977872 "SORBS1/PDGFB/TGFB1/PTGES3/GBE1/PRKAG3/DYRK2/SELENOS/PPP1R3D/AKT1/CSGALNACT1/PPP1R3A/AGL/GYG1/PHKG1/IGF2/UGP2/IRS2" 18
"GO:1901888" "GO:1901888" "regulation of cell junction assembly" "48/2329" "197/14382" 0.00189773244503822 0.0257187930408513 0.0214029975004311 "MYOC/ARHGAP6/NTN1/FERMT2/CLASP1/TBX5/SLC9A1/ADNP/EEF2K/SFRP1/IKBKB/RAPGEF1/ABI3/VEGFA/WNT5A/PTK2B/SDC4/RAP2A/FLRT3/SIX1/ROCK2/TLN1/THBS1/AMIGO2/APP/EPHA2/TPBG/OGT/THY1/CLSTN2/F11R/DMTN/FZD5/CLASP2/DLC1/GREM1/SMAD3/CLSTN1/NEGR1/LRRN1/BDNF/IRX3/ACTG1/SEMA4D/MYO1C/LDB1/ARHGEF15/COLQ" 48
"GO:0014874" "GO:0014874" "response to stimulus involved in regulation of muscle adaptation" "7/2329" "13/14382" 0.00200656701614997 0.0270648802273119 0.0225232017277996 "RPS6KB1/SGCA/PRKAG3/CASQ1/SELENON/DAG1/ACTN3" 7
"GO:0045737" "GO:0045737" "positive regulation of cyclin-dependent protein serine/threonine kinase activity" "7/2329" "13/14382" 0.00200656701614997 0.0270648802273119 0.0225232017277996 "MAPRE3/RGCC/CCND1/CCND3/PROX1/AKT1/EGFR" 7
"GO:0051497" "GO:0051497" "negative regulation of stress fiber assembly" "11/2329" "27/14382" 0.00203847029000797 0.0273655021007673 0.0227733771227305 "MYOC/ARHGAP6/CLASP1/ARHGAP28/PIK3R1/WASF2/F11R/CLASP2/DLC1/S1PR1/ARAP1" 11
"GO:0055094" "GO:0055094" "response to lipoprotein particle" "11/2329" "27/14382" 0.00203847029000797 0.0273655021007673 0.0227733771227305 "CD9/TGFB1/CD81/LDLR/TLR4/CDH13/NPC1/AKT1/ABCA1/LPL/TXNIP" 11
"GO:0006090" "GO:0006090" "pyruvate metabolic process" "29/2329" "105/14382" 0.00205727627181205 0.027490233606115 0.0228771777984831 "PDK4/MLXIPL/PFKP/TIGAR/PGM1/SLC4A4/PGK1/PRKAG2/ENO3/GAPDH/ENO2/LDHB/PPP2CA/PRKAG3/PFKFB2/RPTOR/PFKL/APP/OGT/ALDOA/PFKFB1/HK2/PRKAA2/PGAM2/GPD1/PGAM1/PPARA/HOGA1/ACTN3" 29
"GO:0010975" "GO:0010975" "regulation of neuron projection development" "90/2329" "417/14382" 0.00206944594518447 0.027490233606115 0.0228771777984831 "SEMA3F/CD38/CX3CL1/IFRD1/MYLIP/SEMA3G/GRN/LRRC7/XK/NEDD4L/CAMK2B/DGKG/NTN1/NGEF/SEMA3C/PLXNA2/FGFR1/NRCAM/ITGA6/NFATC4/ADNP/EEF2K/SFRP1/COBL/NCS1/RAPGEF1/DVL1/ABI3/PMP22/SRF/VEGFA/ARSB/DBN1/WNT5A/GORASP1/STK25/EPHA4/PTK2B/OBSL1/PREX1/RAP2A/MAP2K2/ATP1B2/FGF13/CAMK1/ITM2C/KLF4/SEMA6D/ABI2/SCARB2/PPP3CA/NTRK3/KATNB1/AKT1/CARM1/PTPRF/SNAPIN/FBXO38/CAMK2G/PAK1/DAB2/THY1/TIAM1/ARHGAP35/BRSK1/DISC1/PLXNB1/ISLR2/SEMA4C/NEGR1/NDNF/ADCY6/BDNF/CDH4/FES/CAMK1D/INPP5J/RTN4RL2/TRPV2/SEMA4D/RELN/PLXNB2/HDAC2/FLNA/ARC/NEU4/TENM3/PLXNA4/TWF2/SHANK3" 90
"GO:0071805" "GO:0071805" "potassium ion transmembrane transport" "40/2329" "158/14382" 0.00207674599492585 0.027490233606115 0.0228771777984831 "ATP1A2/NEDD4L/KCNAB2/KCNN2/SLC9A1/KCNK6/YWHAE/SLC12A7/SUMO1/KCNQ4/CASQ2/PKD2/KCNJ8/SLC12A4/KCNC1/ATP1B2/CAB39/BIN1/ATP1B1/KCNN3/ANK2/KCNMB1/SLC12A9/FXYD4/KCNE4/LRRC38/LRRC52/KCNJ3/ATP1A1/HCN1/KCNS3/KCND3/ANO6/CAV3/KCNJ12/SLC24A3/KCNQ5/FLNA/WWP2/STK39" 40
"GO:0021561" "GO:0021561" "facial nerve development" "6/2329" "10/14382" 0.00208156898879753 0.027490233606115 0.0228771777984831 "SEMA3F/NRP2/EGR2/SIX1/HOXB2/PLXNA4" 6
"GO:0021610" "GO:0021610" "facial nerve morphogenesis" "6/2329" "10/14382" 0.00208156898879753 0.027490233606115 0.0228771777984831 "SEMA3F/NRP2/EGR2/SIX1/HOXB2/PLXNA4" 6
"GO:0060379" "GO:0060379" "cardiac muscle cell myoblast differentiation" "6/2329" "10/14382" 0.00208156898879753 0.027490233606115 0.0228771777984831 "SRF/TBX2/PRICKLE1/MYOCD/NOTCH1/GREM1" 6
"GO:0070307" "GO:0070307" "lens fiber cell development" "6/2329" "10/14382" 0.00208156898879753 0.027490233606115 0.0228771777984831 "PROX1/ATF4/TMOD1/ABI2/EPHA2/FRS2" 6
"GO:0050678" "GO:0050678" "regulation of epithelial cell proliferation" "68/2329" "301/14382" 0.00216390694386683 0.0282481500539573 0.0235079105009446 "KRIT1/ARX/GRN/TIE1/TGFBR3/VASH1/LIMS2/TP63/FGFR1/LAMB1/PDGFB/FGF9/FLT1/RGCC/EYA1/SFRP1/PRKD2/TGFB1/CAV2/CCND1/VEGFA/SPARC/WNT5A/STAT1/IRF6/PROX1/NRP2/NR4A3/PGF/SOX9/SIX1/LAMA5/RGN/NOTCH2/CDK4/SULF1/THBS1/CDH13/RPTOR/AKT1/HSPG2/ARNT/DUSP10/EGFR/NOTCH1/DAB2/JCAD/FRS2/SMAD3/IGF2/AR/APLN/EGFL7/MMRN2/VEGFB/HRAS/FUT1/POLD4/GATA2/EGR3/CCR3/ZFP36L1/IRS2/SULF2/NRARP/PHB2/ITGB3/EPPK1" 68
"GO:0071559" "GO:0071559" "response to transforming growth factor beta" "57/2329" "244/14382" 0.00216862308972437 0.0282481500539573 0.0235079105009446 "HYAL2/TGFBR3/PALS1/FERMT2/FKBP1A/LTBP4/GLG1/RBBP7/STUB1/SFRP1/TGFB1/CAV2/ENG/ACTA2/ZMIZ1/SOX6/NR3C1/WNT5A/ACVR1/ITGB6/TGFB3/SMAD9/USP9X/SOX9/ID1/NFATC1/ROCK2/COL4A2/NREP/LRRC32/SDCBP/THBS1/SMAD6/MSTN/TGFB1I1/MYOCD/SMAD4/NFKBIZ/OGT/ZFP36L2/DAB2/ZFYVE9/ZYX/HPGD/SPRED1/FBN1/SMAD3/VASN/LDLRAD4/HTRA3/FAM89B/CDH5/CAV3/ZFP36L1/PPARA/HDAC2/TGFBR3L" 57
"GO:0035909" "GO:0035909" "aorta morphogenesis" "12/2329" "31/14382" 0.00216873534321493 0.0282481500539573 0.0235079105009446 "MYLK/EYA1/ENG/NAGLU/SRF/PDGFRB/PROX1/TBX2/SIX1/SEC24B/NOTCH1/HEY1" 12
"GO:0045601" "GO:0045601" "regulation of endothelial cell differentiation" "12/2329" "31/14382" 0.00216873534321493 0.0282481500539573 0.0235079105009446 "IKBKB/VEGFA/ROCK2/VEZF1/NOTCH1/F11R/APOLD1/CDH5/PLCB1/NOTCH4/S1PR3/S1PR2" 12
"GO:0045981" "GO:0045981" "positive regulation of nucleotide metabolic process" "12/2329" "31/14382" 0.00216873534321493 0.0282481500539573 0.0235079105009446 "MLXIPL/TIGAR/SLC4A4/NOS1/RPTOR/APP/PINK1/PRKAA2/NOS3/GPD1/PPARA/TMSB4X" 12
"GO:1900544" "GO:1900544" "positive regulation of purine nucleotide metabolic process" "12/2329" "31/14382" 0.00216873534321493 0.0282481500539573 0.0235079105009446 "MLXIPL/TIGAR/SLC4A4/NOS1/RPTOR/APP/PINK1/PRKAA2/NOS3/GPD1/PPARA/TMSB4X" 12
"GO:1901016" "GO:1901016" "regulation of potassium ion transmembrane transporter activity" "14/2329" "39/14382" 0.00221628741589941 0.0287733608705949 0.0239449872244844 "NEDD4L/YWHAE/SUMO1/CASQ2/ATP1B2/CAB39/ATP1B1/ANK2/KCNE4/LRRC38/LRRC52/CAV3/WWP2/STK39" 14
"GO:0051154" "GO:0051154" "negative regulation of striated muscle cell differentiation" "13/2329" "35/14382" 0.00222183294432506 0.0287733608705949 0.0239449872244844 "YBX1/SOX6/CCN3/RPL3L/MYOCD/SMAD4/NOTCH1/PI16/FRS2/BDNF/CAV3/PPARA/DLL1" 13
"GO:0071772" "GO:0071772" "response to BMP" "36/2329" "139/14382" 0.0022292783105995 0.0287733608705949 0.0239449872244844 "TGFBR3/FSTL3/SFRP1/COMP/ENG/DDX5/WNT5A/ACVR2B/ACVR1/SMAD9/EGR1/USP9X/SOX9/NOTCH2/NUMA1/SULF1/SMAD6/BMPR1B/PCSK6/GATA6/SMAD4/CCN1/NOTCH1/CRIM1/NBL1/FSTL1/HEYL/FBN1/RBPMS2/GREM1/HJV/HTRA3/RGMB/CDH5/GREM2/ZNF8" 36
"GO:0071773" "GO:0071773" "cellular response to BMP stimulus" "36/2329" "139/14382" 0.0022292783105995 0.0287733608705949 0.0239449872244844 "TGFBR3/FSTL3/SFRP1/COMP/ENG/DDX5/WNT5A/ACVR2B/ACVR1/SMAD9/EGR1/USP9X/SOX9/NOTCH2/NUMA1/SULF1/SMAD6/BMPR1B/PCSK6/GATA6/SMAD4/CCN1/NOTCH1/CRIM1/NBL1/FSTL1/HEYL/FBN1/RBPMS2/GREM1/HJV/HTRA3/RGMB/CDH5/GREM2/ZNF8" 36
"GO:0051209" "GO:0051209" "release of sequestered calcium ion into cytosol" "31/2329" "115/14382" 0.00223943942830966 0.0288387948236561 0.0239994408970027 "CX3CL1/ATP1A2/CYBA/CACNA1S/FKBP1A/NOS1/CAPN3/ITPR3/JPH1/PDE4D/CASQ2/PKD2/PTK2B/CASQ1/ANK2/GSTO1/PLCB3/CACNA1C/THY1/SELENON/JSRP1/DDIT3/PLCB1/TRDN/RYR1/FLNA/HTT/RYR2/CALM1/DMD/ITGB3" 31
"GO:0010638" "GO:0010638" "positive regulation of organelle organization" "100/2329" "472/14382" 0.00224448104477858 0.0288387948236561 0.0239994408970027 "CX3CL1/GRN/MYOC/CUL3/NCKAP1/SYT1/FERMT2/CLASP1/ATRX/CTTN/ANAPC5/SH3GLB1/TOM1/PDGFB/RGCC/STUB1/SFRP1/ARHGEF10/PPP3CB/CSF3/OSBP/CAMKK2/MACROH2A1/PDGFRB/WNT5A/INO80D/CCT4/RAB3GAP1/PARK7/PROX1/CCN2/TGFB3/SLF2/PTK2B/GPSM2/HNRNPA2B1/SDC4/VASP/CDC42EP1/SLX1A/NES/SWAP70/ROCK2/CCT7/FHOD1/BIN1/CDK5RAP2/NUMA1/SDCBP/NUSAP1/ABI2/TPM1/MYLK3/KATNB1/SETDB1/LNPK/G3BP1/CCT6A/MSN/HMBOX1/GSN/PAK1/RPS3/CDC42EP2/PIP4K2A/NEK7/SLC25A4/RHOC/WASF2/PINK1/SYNJ1/NPR2/ARHGAP35/TAL1/ARPC2/GNL3/RAD21/PIP4K2C/SMAD3/IGF2/CDC42EP5/TAPT1/LMOD2/ATF7IP/RUVBL1/SPHK1/CDC42EP4/FES/CAV3/PLCB1/SEPTIN9/SLX4/EVL/FLNA/HTT/TOGARAM1/ARHGEF15/MLLT11/DOC2B/PIP4K2B" 100
"GO:1904063" "GO:1904063" "negative regulation of cation transmembrane transport" "21/2329" "69/14382" 0.00228948912543944 0.0292481969712284 0.0243401424659777 "ATP1A2/NEDD4L/GNB5/NOS1/PPP3CB/YWHAE/SUMO1/CASQ2/PKD2/CAB39/BIN1/PPP3CA/GSTO1/KCNE4/SLN/BCL2/CAV3/TRDN/STK39/CALM1/PPP3R1" 21
"GO:1904427" "GO:1904427" "positive regulation of calcium ion transmembrane transport" "21/2329" "69/14382" 0.00228948912543944 0.0292481969712284 0.0243401424659777 "CX3CL1/SLC9A1/CAPN3/PPP3CB/P2RX1/STIM2/P2RX3/PKD2/PPP3CA/ATP1B1/CASQ1/ANK2/GSTO1/THY1/STAC3/TRDN/ATP2A1/HTT/RYR2/CALM1/PPP3R1" 21
"GO:0010595" "GO:0010595" "positive regulation of endothelial cell migration" "28/2329" "101/14382" 0.0022917596361855 0.0292481969712284 0.0243401424659777 "ADGRA2/GRN/HDAC7/TGFBR3/SCARB1/FGFR1/PDGFB/PRKD2/TGFB1/VEGFA/SPARC/WNT5A/PROX1/NRP2/PTK2B/ROCK2/ETS1/THBS1/AKT1/ANGPT1/FGF18/ZC3H12A/NOS3/JCAD/FUT1/GATA2/TMSB4X/ITGB3" 28
"GO:0072524" "GO:0072524" "pyridine-containing compound metabolic process" "39/2329" "154/14382" 0.00232844076531698 0.0296498542196516 0.0246743987847084 "CD38/MLXIPL/H6PD/PFKP/KCNAB2/NMRK2/TIGAR/PGM1/SLC4A4/PGK1/PRKAG2/ENO3/GAPDH/ENO2/LDHB/PPP2CA/MACROH2A1/TP53I3/GPD2/PRKAG3/PFKFB2/RPTOR/PFKL/APP/ALDH1L1/OGT/ALDOA/GPD1L/PFKFB1/HK2/PRKAA2/PGAM2/NNMT/GPD1/DCXR/PGAM1/NMNAT1/PPARA/ACTN3" 39
"GO:0006109" "GO:0006109" "regulation of carbohydrate metabolic process" "41/2329" "164/14382" 0.00236643475320963 0.0300663986947974 0.0250210441481281 "PDK4/MLXIPL/RORA/TIGAR/SLC4A4/ZMPSTE24/SORBS1/PDGFB/BCKDK/TGFB1/PRKAG2/PPP2CA/NR3C1/LEPR/DYRK2/RGN/SELENOS/PPP1R3D/SCARB2/RPTOR/IGFBP4/APP/AKT1/OGT/MTCL2/FOXO1/PPP1R3A/PFKFB1/SLC45A3/PRKAA2/NNMT/IGF2/GPD1/P2RY1/PGAM1/C1QTNF1/IRS2/PPARA/LCMT1/ACTN3/PPP4R3B" 41
"GO:0009743" "GO:0009743" "response to carbohydrate" "45/2329" "184/14382" 0.00238718780549397 0.0301398146885791 0.0250821404184277 "MLXIPL/EIF2B3/SREBF1/ICAM1/ADNP/PIH1D1/PPP3CB/RPS6KB1/NAGLU/P2RX3/OSBP/SRF/SLC12A7/ACVR2B/EIF2B4/KLF7/EGR1/PTK2B/PFKFB2/ANO1/SELENOS/RAF1/THBS1/PPP3CA/RPTOR/SMAD4/PFKL/OGT/TIAM1/SLC6A1/PRKAA2/SGCB/CCDC186/SMAD3/ADCY5/LPL/PLCB1/MAFA/ZFP36L1/IRS2/PPARA/PIM3/RACK1/ZBED6/TXNIP" 45
"GO:0032869" "GO:0032869" "cellular response to insulin stimulus" "45/2329" "184/14382" 0.00238718780549397 0.0301398146885791 0.0250821404184277 "PDK4/SREBF1/RAB10/SNX5/SLC9A1/SORBS1/SOS2/EEF2K/CAV2/RPS6KB1/TNS2/GHR/GNAI2/STAT1/PIK3R3/CTSD/GOT1/INSIG2/SELENOS/RAF1/TBC1D4/BCAR3/MSTN/USO1/AKT1/PIK3R1/OGT/MTCL2/PIP4K2A/FOXO1/PDE3B/SGCB/GKAP1/PIP4K2C/IGF2/RAB31/YWHAG/MZB1/SLC25A33/HRAS/ZFP36L1/IRS2/MYO1C/CPEB1/PIP4K2B" 45
"GO:0016051" "GO:0016051" "carbohydrate biosynthetic process" "44/2329" "179/14382" 0.00238809845828341 0.0301398146885791 0.0250821404184277 "ST3GAL6/PGM1/SORBS1/PDGFB/PGK1/TGFB1/ENO3/PTGES3/ENO2/NR3C1/GBE1/PRKAG3/LEPR/GOT1/DYRK2/ATF4/RGN/SELENOS/PPP1R3D/SLC37A4/AKT1/OGT/CSGALNACT1/ST8SIA6/MTCL2/FOXO1/PPP1R3A/ST3GAL2/PFKFB1/AGL/GYG1/PGAM2/PHKG1/NNMT/IGF2/GPD1/UGP2/P2RY1/PGAM1/B3GALT1/FUT1/IRS2/PPARA/PPP4R3B" 44
"GO:0030509" "GO:0030509" "BMP signaling pathway" "34/2329" "130/14382" 0.00244591786178292 0.030801248825815 0.0256325812250189 "TGFBR3/FSTL3/SFRP1/COMP/ENG/DDX5/WNT5A/ACVR2B/ACVR1/SMAD9/EGR1/USP9X/NOTCH2/NUMA1/SULF1/SMAD6/BMPR1B/PCSK6/GATA6/SMAD4/CCN1/NOTCH1/CRIM1/NBL1/FSTL1/FBN1/RBPMS2/GREM1/HJV/HTRA3/RGMB/CDH5/GREM2/ZNF8" 34
"GO:0007266" "GO:0007266" "Rho protein signal transduction" "35/2329" "135/14382" 0.00249821571818468 0.0313903838143647 0.0261228551918928 "MYOC/CUL3/RIPOR1/ARHGAP6/NTN1/RHOBTB1/RASIP1/KCTD10/ARHGDIB/RIPOR2/BCL6/MCF2L/CDC42EP1/STARD8/RAF1/ROCK2/ARRB1/CDH13/CDC42EP2/F11R/ARHGAP35/PDPN/PLXNB1/DLC1/ABCA1/CDC42EP5/RHOD/HEG1/ARHGAP1/GPR4/CDC42EP4/SEMA4D/KANK2/ADGRG1/TAX1BP3" 35
"GO:0051926" "GO:0051926" "negative regulation of calcium ion transport" "17/2329" "52/14382" 0.00251894804759099 0.031581172438079 0.0262816281339194 "ATP1A2/GNB5/NOS1/PPP3CB/YWHAE/CASQ2/PKD2/BIN1/PPP3CA/GSTO1/NOS3/SLN/BCL2/CAV3/TRDN/CALM1/PPP3R1" 17
"GO:0042391" "GO:0042391" "regulation of membrane potential" "79/2329" "361/14382" 0.00254676720174861 0.0318597778293474 0.026513481568233 "ATP1A2/MYOC/ADRB1/NEDD4L/KCNAB2/SLC4A4/KCNN2/ZMPSTE24/TBX5/SLC9A1/NRCAM/KCNK6/PIEZO1/DMPK/DVL1/P2RX1/MPP2/YWHAE/P2RX3/BVES/TBX18/RAB3GAP1/SUMO1/PARK7/CASQ2/PTK2B/KCNJ8/KCNC1/ATP1B2/FGF13/POPDC3/CHRND/SCN7A/BIN1/PPP3CA/APP/AKT1/ATP1B1/ARL6IP5/ANK2/USP53/GRIK4/SCN2B/CACNA1C/KCNE4/GPD1L/PINK1/NPR2/KCNJ3/ATP1A1/HCN1/KCND3/BCL2L1/SLC25A33/BCL2/GLRX/JUP/ATP2A2/SCN4B/CAV3/CTNNA3/GRIN2A/KCNQ5/TRDN/FZD9/RELN/CACNA1H/FLNA/WWP2/RYR2/CALM1/DMD/RACK1/MLLT11/CLIC1/SHANK3/GJA5/FXYD1/S1PR2" 79
"GO:0045165" "GO:0045165" "cell fate commitment" "51/2329" "215/14382" 0.00256916379247052 0.0320694743568908 0.0266879895339735 "ARX/IFRD1/PAF1/DMRT3/PITX1/NOTCH3/FGFR1/RAB10/TBX5/RBBP7/EYA1/SFRP1/SOX6/MYL2/TBX18/WNT5A/ACVR1/ID2/PROX1/TBX2/SOX9/SIX1/FGF13/NOTCH2/TBX3/KLF4/RTF1/LBX1/TGFB1I1/GATA6/SMAD4/WNT9A/NOTCH1/EDNRA/ETS2/IL6R/TAL1/PDPN/SOX17/STAT6/TNXB/AR/CHD3/SIX2/BCL2/GATA2/HOXC10/HDAC2/DLL1/SOX18/NOTCH4" 51
"GO:0030010" "GO:0030010" "establishment of cell polarity" "37/2329" "145/14382" 0.00258037841003131 0.0321389801091864 0.0267458317289897 "KRIT1/CYTH3/MYO9A/NDE1/CLASP1/FAT1/RAB10/NSFL1C/MYH9/TCIRG1/RIPOR2/GOLPH3/WNT5A/KCNJ8/GPSM2/TCF15/AMOT/PLEKHG3/FGF13/PATJ/ROCK2/CDK5RAP2/NUMA1/PRICKLE1/MSN/GSN/GPSM1/BRSK1/KIF26B/AMOTL1/JAM3/FAM89B/CDH5/HTT/ALPK2/RACK1/SIPA1" 37
"GO:0071902" "GO:0071902" "positive regulation of protein serine/threonine kinase activity" "31/2329" "116/14382" 0.00259173835444654 0.0322099884574448 0.0268049243737289 "FERMT2/FGFR1/MAPRE3/PDGFB/FLT1/RGCC/PIH1D1/CCND1/CCND3/VEGFA/GHR/PPP2CA/PDGFRB/WNT5A/PROX1/MAP2K2/CAMK1/CAB39/TLR4/THBS1/NTRK3/AKT1/EGFR/PAK1/RPS3/FGF18/DUSP19/MAP3K11/HRAS/TCIM/CALM1" 31
"GO:0009749" "GO:0009749" "response to glucose" "38/2329" "150/14382" 0.00261108117212615 0.0323796819863661 0.0269461421272048 "MLXIPL/EIF2B3/SREBF1/ICAM1/PIH1D1/PPP3CB/RPS6KB1/OSBP/SRF/SLC12A7/ACVR2B/EIF2B4/KLF7/EGR1/PTK2B/PFKFB2/ANO1/SELENOS/RAF1/THBS1/PPP3CA/RPTOR/SMAD4/PFKL/OGT/TIAM1/PRKAA2/SGCB/CCDC186/SMAD3/ADCY5/LPL/MAFA/IRS2/PIM3/RACK1/ZBED6/TXNIP" 38
"GO:0009746" "GO:0009746" "response to hexose" "39/2329" "155/14382" 0.00263542608276543 0.0325397944969649 0.0270793866250586 "MLXIPL/EIF2B3/SREBF1/ICAM1/PIH1D1/PPP3CB/RPS6KB1/OSBP/SRF/SLC12A7/ACVR2B/EIF2B4/KLF7/EGR1/PTK2B/PFKFB2/ANO1/SELENOS/RAF1/THBS1/PPP3CA/RPTOR/SMAD4/PFKL/OGT/TIAM1/PRKAA2/SGCB/CCDC186/SMAD3/ADCY5/LPL/MAFA/IRS2/PPARA/PIM3/RACK1/ZBED6/TXNIP" 39
"GO:0010594" "GO:0010594" "regulation of endothelial cell migration" "39/2329" "155/14382" 0.00263542608276543 0.0325397944969649 0.0270793866250586 "KRIT1/TBXA2R/ADGRA2/GRN/HDAC7/TGFBR3/VASH1/SCARB1/FGFR1/PDGFB/RGCC/PRKD2/TGFB1/VEGFA/SPARC/WNT5A/PROX1/NRP2/PTK2B/ROCK2/ETS1/KLF4/PRCP/THBS1/AKT1/EPHA2/NOTCH1/ANGPT1/FGF18/ZC3H12A/NOS3/JCAD/SPRED1/MMRN2/JUP/FUT1/GATA2/TMSB4X/ITGB3" 39
"GO:0003209" "GO:0003209" "cardiac atrium morphogenesis" "10/2329" "24/14382" 0.00265950171465892 0.0326952133041869 0.0272087250561899 "TBX5/ENG/WNT5A/ACVR1/PROX1/NOTCH2/CCN1/NOTCH1/HEG1/MYH6" 10
"GO:0045662" "GO:0045662" "negative regulation of myoblast differentiation" "10/2329" "24/14382" 0.00265950171465892 0.0326952133041869 0.0272087250561899 "NMRK2/TGFB1/ID3/SOX9/TBX3/MSTN/PRICKLE1/NOTCH1/DDIT3/DLL1" 10
"GO:0030323" "GO:0030323" "respiratory tube development" "42/2329" "170/14382" 0.00267440801352423 0.0327632793880171 0.0272653691693008 "TNC/SREBF1/TRAF4/FGFR1/TBX5/PCSK5/FGF9/RAB3A/AIMP2/PTGES3/HECA/SRF/VEGFA/WNT5A/ACVR2B/ITGB6/PROX1/CCN2/TGFB3/TBX2/SOX9/MAP2K2/KLF2/LAMA5/SEC24B/MYOCD/GATA6/RPL13A/EGFR/NOTCH1/FGF18/SIM2/SELENON/PDPN/NOS3/ZFPM2/ASXL1/SP3/DAG1/HEG1/MME/PPP3R1" 42
"GO:0034109" "GO:0034109" "homotypic cell-cell adhesion" "25/2329" "88/14382" 0.00267655040678636 0.0327632793880171 0.0272653691693008 "CD9/PTPRU/GNAS/MYH9/TUBB1/MYL9/COMP/SH2B3/TJP2/TLN1/RDX/ENTPD1/MEGF10/F11R/CSRP1/PDPN/FIBP/JUP/C1QTNF1/CTNNA3/ACTG1/PPIA/FLNA/CLIC1/ITGB3" 25
"GO:0140115" "GO:0140115" "export across plasma membrane" "19/2329" "61/14382" 0.00271153542888341 0.0331202997021553 0.0275624789473128 "ATP1A2/SLC4A4/SLC9A1/ABCC1/YWHAE/ABCC4/ATP1B2/SLC40A1/SLC47A1/ATP1B1/KCNE4/ATP1A1/SLC29A4/ABCA1/KCND3/ANO6/SLC22A5/CALM1/FXYD1" 19
"GO:0085029" "GO:0085029" "extracellular matrix assembly" "15/2329" "44/14382" 0.00280439061171353 0.0341811378198574 0.0284453009189922 "TIE1/TGFBR3/CLASP1/RGCC/TGFB1/QSOX1/SOX9/MYH11/PRICKLE1/SMAD4/NOTCH1/CLASP2/SMAD3/TNXB/DAG1" 15
"GO:1901652" "GO:1901652" "response to peptide" "94/2329" "443/14382" 0.00285015396736415 0.0343377152382778 0.0285756035381607 "PDK4/ARID1B/CACNB1/TGFBR3/EIF2B3/CAMK2A/SREBF1/FAT1/RAB10/MMP2/SNX5/SLC9A1/NUDC/ICAM1/SORBS1/SOS2/NFKBIA/ABCC1/EEF2K/CSK/CA2/LEPROTL1/CAV2/RPS6KB1/KLF3/TNS2/GHR/STC2/GNAI2/EIF2B4/STAT1/EPHA4/PIK3R3/CTSD/NR4A3/GOT1/EGR1/KCNJ8/EGR2/INSIG2/RPL23/KLF2/ASS1/ANO1/SELENOS/RAF1/ROCK2/TBC1D4/KLF4/TLR4/BCAR3/MSTN/USO1/PPP3CA/APP/AKT1/PIK3R1/TRIM41/OGT/NOTCH1/MTCL2/PIP4K2A/FOXO1/EDNRA/PDE3B/NR4A2/PFKFB1/NPR2/SGCB/GKAP1/FBN1/STAT6/PIP4K2C/SMAD3/IGF2/RAB31/AHCYL1/YWHAG/MZB1/SLC25A33/DAG1/STAT5B/ADCY6/HRAS/PLCB1/ZFP36L1/IRS2/PPARA/HDAC2/MYO1C/CPEB1/TWIST2/ITGB3/PIP4K2B" 94
"GO:0061351" "GO:0061351" "neural precursor cell proliferation" "35/2329" "136/14382" 0.0028510495771557 0.0343377152382778 0.0285756035381607 "ARX/CX3CL1/EML1/RORA/LIMS2/NDE1/WDR62/FGFR1/PCM1/SMARCD3/RAB10/VEGFA/DBN1/WNT5A/GNAI2/ID2/PTBP2/PROX1/FGF13/NES/NOTCH1/DIXDC1/FOXO1/ACAN/DISC1/MIOS/FRS2/EMX2/ID4/GATA2/NAP1L1/FZD9/PLXNB2/FLNA/ADGRG1" 35
"GO:0009190" "GO:0009190" "cyclic nucleotide biosynthetic process" "8/2329" "17/14382" 0.00285946539405195 0.0343377152382778 0.0285756035381607 "GUCY1B1/ADCY4/ADCY3/GUCY1A2/NPR2/NPR1/ADCY5/ADCY6" 8
"GO:0044539" "GO:0044539" "long-chain fatty acid import into cell" "8/2329" "17/14382" 0.00285946539405195 0.0343377152382778 0.0285756035381607 "RPS6KB1/FABP3/ACSL3/SPX/THBS1/AKT1/ACSL1/IRS2" 8
